px_code,description,price
30100105,HC ASSAY OF HEMOSIDERIN QUAL,89.38
30100106,HC ASSAY OF HOMOCYSTINE,133.5
30100107,HC ASSAY OF HOMOVANILLIC ACID,116.53
30100108,HC ASSAY OF 5-HIAA,69.01
30100109,HC ASSAY OF PROGESTERONE 17-D,157.26
30100110,HC RIA NONANTIBODY,117.66
30100111,HC IMMUNOASSAY QUANT NOS NONAB,200
30100112,HC  INSULIN,74.67
30100113,HC ASSAY OF INSULIN,79.2
30100114,HC ASSAY OF IRON,87.11
30100115,HC IRON BINDING TEST,169.71
30100116,HC ASSAY OF LACTIC ACID,107.48
30100118,HC LACTATE (LD) (LDH) ENZYME,78.07
30100119,HC LACTOFERRIN FECAL (QUAL),109.74
30100120,HC LACTOFERRIN FECAL (QUANT),109.74
30100121,HC ASSAY OF LEAD,78.07
30100122,HC FLUORO POLARIZE FETAL LUNG,171.96
30100123,HC LAMELLAR BDY FETAL LUNG,307.73
30100124,HC ASSAY OF LIPASE,57.7
30100125,HC LIPOPROTEIN BLD BY NMR,174.23
30100126,HC ASSAY OF LIPOPROTEIN,127.84
30100127,HC ASSAY OF MAGNESIUM,135.76
30100128,HC MASS SPECTROMETRY QUANT,175.36
30100129,HC ASSAY OF MERCURY,99.56
30100130,HC ASSAY OF METANEPHRINES,87.11
30100132,HC ASSAY OF CSF PROTEIN,104.08
30100133,HC ASSAY OF MYOGLOBIN,190.07
30100134,HC ASSAY OF NATRIURETIC PEPTIDE,287.36
30100135,HC ASSAY OF NUCLEOTIDASE,65.62
30100136,HC OLIGOCLONAL BANDS,118.79
30100137,HC ORGANIC ACID SINGLE QUANT,100.69
30100139,HC ASSAY OF BLOOD OSMOLALITY,37
30100140,HC ASSAY OF URINE OSMOLALITY,108.61
30100141,HC ASSAY OF OXALATE,81.46
30100142,HC ASSAY OF PARATHORMONE,200.24
30100143,HC ASSAY PH BODY FLUID NOS,47.52
30100144,HC ASSAY FOR CALPROTECTIN FECAL,272.66
30100145,HC ASSAY ALKALINE PHOSPHATASE,32
30100146,HC ALK PHOS ISOENZYMES,89.38
30100147,HC ASSAY PHOSPHATIDYLGLYCEROL,99.56
30100148,HC ASSAY OF PHOSPHORUS,59.96
30100149,HC ASSAY OF URINE PHOSPHORUS,64.48
30100150,HC ASSAY OF PORPHOBILINOGEN,58.83
30100151,HC ASSAY OF URINE PORPHYRINS,84.85
30100152,HC ASSAY OF SERUM POTASSIUM,38.47
30100153,HC ASSAY OF SERUM POTASSIUM,34
30100154,HC ASSAY OF PREALBUMIN,171.96
30100155,HC ASSAY OF PROGESTERONE,277.18
30100156,HC PROCALCITONIN (PCT),319.04
30100157,HC ASSAY OF PROLACTIN,83
30100158,HC ASSAY OF PSA TOTAL,107.48
30100159,HC ASSAY OF PSA FREE,106.35
30100160,HC ASSAY OF SEROTONIN,99.56
30100161,HC ASSAY OF PROTEIN URINE,29.41
30100162,HC ASSAY OF PROTEIN OTHER,107.48
30100163,HC PROTEIN E-PHORESIS SERUM,64.48
30100164,HC PROTEIN E-PHORESIS/URINE/CSF,98.43
30100165,HC PROTEIN WESTERN BLOT TEST,214.96
30100166,HC ASSAY RBC PROTOPORPHYRIN,112
30100167,HC ASSAY OF VITAMIN B-6,161.79
30100168,HC ASSAY OF PYRUVATE,71.28
30100169,HC ASSAY OF RENIN,148.2
30100170,HC ASSAY OF SELENIUM,145.95
30100171,HC ASSAY OF SERUM SODIUM,39.6
30100172,HC ASSAY OF SERUM SODIUM,17
30100173,HC ASSAY OF URINE SODIUM,32.81
30100174,HC ASSAY OF SWEAT SODIUM,40.73
30100175,HC ASSAY OF SOMATOMEDIN,104.08
30100176,HC SUGARS SINGLE QUAL,59.96
30100177,HC SUGARS SINGLE QUANT,58.83
30100178,HC ASSAY OF TOTAL TESTOSTERONE,263.6
30100179,HC ASSAY OF VITAMIN B-1,125.58
30100180,HC ASSAY OF THIOCYANATE,112
30100181,HC ASSAY OF TOTAL THYROXINE,47.52
30100182,HC ASSAY OF FREE THYROXINE,48.65
30100183,HC ASSAY OF THYROID ACTIVITY,89.38
30100184,HC ASSAY THYROID STIM HORMONE,78.07
30100185,HC ASSAY OF TSI GLOBULIN,278.31
30100186,HC ASSAY OF VITAMIN E,87.11
30100187,HC TRANSFERASE (AST) (SGOT),47.52
30100188,HC ALANINE AMINO (ALT) (SGPT),100.69
30100189,HC ASSAY OF TRANSFERRIN,79.2
30100190,HC ASSAY OF TRIGLYCERIDES,109.74
30100191,HC ASSAY OF THYROID (T3 OR T4),37.33
30100192,HC ASSAY TRIIODOTHYRONINE (T3),87.11
30100193,HC ASSAY OF TROPONIN QUANT,289.63
30100194,HC ASSAY OF SERUM ALBUMIN,99
30100195,HC ASSAY OF URINE/UREA-N,64.48
30100196,HC ASSAY OF BLOOD/URIC ACID,53.17
30100197,HC ASSAY OF URINE VMA,85.99
30100198,HC ASSAY OF VASOPRESSIN,267
30100199,HC ASSAY OF VITAMIN A,74.67
30100200,HC ASSAY OF VITAMIN K,311.12
30100201,HC ASSAY OF VOLATILES,85.99
30100202,HC ASSAY OF ZINC,74.67
30100203,HC ASSAY OF C-PEPTIDE,98.43
30100204,HC CHORIONIC GONADOTROPIN TEST,50.91
30100206,HC BLOOD VISCOSITY EXAMINATION,73.99
30100207,HC COLLECT SWEAT FOR TEST,347.36
30100208,HC CYTOPATH SMEAR OTHER SOURCE,170.54
30100209,HC CYTP DX EVAL FNA 1ST EA SITE,205.66
30100210,HC CYTOPATH EVAL FNA REPORT,205.66
30100211,HC CYTOPATH C/V AUTO FLUID REDO,228.23
30100212,HC CYTP FNA EVAL EA ADDL,43.89
30100213,HC TISSUE CULTURE SKIN/BIOPSY,960.56
30100215,HC CHROMOSOME ANALYSIS 15-20,729.83
30100216,HC OCCULT BLOOD OTHER SOURCES,59.96
30100217,HC ASSAY OF URINE/URIC ACID,47.52
30100218,HC LIPID PANEL,91.54
30100219,HC ASSAY OF UREA NITROGEN,50.91
30100220,HC ASSAY OF UREA NITROGEN,45
30100221,HC BILIRUBIN TOTAL,96.16
30100222,HC ASSAY OF CALCIUM,72
30100223,HC ASSAY OF CALCIUM,75.8
30100224,HC CARCINOEMBRYONIC ANTIGEN,119.92
30100225,HC ASSAY OF BLOOD CHLORIDE,13.57
30100227,HC TOTAL CORTISOL,104.08
30100228,HC ASSAY OF CREATININE,38
30100230,HC ASSAY OF URINE CREATININE,46.39
30100231,HC ASSAY OF CRYOGLOBULIN,131
30100233,HC ASSAY IGA/IGD/IGG/IGM EACH,118.79
30100234,HC ASSAY GLUCOSE BLOOD QUANT,35
30100235,HC GLYCOSYLATED HEMOGLOBIN TEST,79.2
30100236,HC ASSAY PH BODY FLUID NOS,48.65
30100237,HC ASSAY OF GGT,42.99
30100238,HC ASSAY OF GONADOTROPIN (FSH),140.28
30100239,HC ASSAY OF GONADOTROPIN (LH),136.9
30100240,HC ASSAY OF HAPTOGLOBIN QUANT,79.2
30100241,HC ASSAY OF PROTEIN SERUM,29.41
30100242,HC ASSAY OF SERUM POTASSIUM,46.39
30100243,HC ASSAY OF SERUM SODIUM,20.36
30100244,HC ASSAY OF HOMOCYSTINE,170.83
30100245,HC ASSAY OF 5-HIAA,82.59
30100246,HC FREE ASSAY (FT-3),80.32
30100247,HC ASSAY OF LIPASE,106.35
30100248,HC ASSAY OF MAGNESIUM,48.65
30100249,HC ASSAY OF NATRIURETIC PEPTIDE,195.72
30100250,HC ASSAY OF BLOOD OSMOLALITY,80.32
30100251,HC ASSAY ALKALINE PHOSPHATASE,78.07
30100252,HC FREE ASSAY (FT-3),82.59
30100253,HC ASSAY OF PROGESTERONE,118.79
30100254,HC ASSAY OF PROLACTIN,183.28
30100255,HC ASSAY OF PSA TOTAL,183.28
30100257,HC ASSAY OF URINE POTASSIUM,46.39
30100258,HC PROTEIN E-PHORESIS SERUM,119.92
30100259,HC PROTEIN E-PHORESIS/URINE/CSF,136.9
30100260,HC HEMOGLOBIN ELECTROPHORESIS,94
30100261,HC HEMOGLOBIN ELECTROPHORESIS,212.7
30100262,HC ASSAY OF TOTAL TESTOSTERONE,125.58
30100263,HC ASSAY OF FREE THYROXINE,44.12
30100264,HC ASSAY THYROID STIM HORMONE,106.35
30100265,HC ALANINE AMINO (ALT) (SGPT),47.52
30100266,HC GLYCOSYLATED HEMOGLOBIN TEST,73
30100268,HC ASSAY OF PROTEIN SERUM,87.11
30100269,HC ASSAY OF PROTEIN SERUM,72.4
30100270,HC ASSAY OF URINE VMA,127.84
30100271,HC ASSAY OF VOLATILES,252
30100272,HC CHORIONIC GONADOTROPIN TEST,148.2
30100273,HC ASSAY OF URINE ALBUMIN,116.53
30100275,HC ALPHA-1-ANTITRYPSIN TOTAL,75.8
30100276,HC ASSAY OF AMYLASE,52
30100277,HC ASSAY GLUCOSE BLOOD QUANT,35.07
30100278,HC ASSAY GLUCOSE BLOOD QUANT,42
30100281,HC ASSAY CARBOXYHB QUANT,55.44
30100283,HC ASSAY OF CREATINE,29.41
30100284,HC ASSAY OF CK (CPK),39.6
30100285,HC ASSAY OF CPK IN BLOOD,82.59
30100286,HC ASSAY OF BLOOD FATTY ACIDS,128.98
30100287,HC GLUCOSE OTHER FLUID,26.03
30100288,HC LACTATE (LD)(LDH) ENZYME,37.33
30100289,HC ASSAY OF NICOTINE,161.77
30100290,HC ASSAY OF PHENCYCLIDINE,70.15
30100291,HC CHORIONIC GONADOTROPIN ASSAY,41.86
30100292,HC ASSAY OF BLOOD CHLORIDE,16.97
30100293,Laboratory Services/Procedures,351.85
30100294,HC FLURO POLARIZE FETAL LUNG,97
30100295,HC ASSAY OF HISTAMINE,424.26
30100296,HC WESTERN BLOT TEST,314.51
30100297,HC ENZYME CELL ACTIVITY,160.66
30100298,HC ASSAY OF PREGNEOLONE,108.61
30100299,HC COLUMN CHROMOTOGRAPHY QUANT,606.41
30100300,HC METABOLIC PANEL TOTAL CA,46.4
30100301,HC ASSAY OF TROPONIN QUANT,187.8
30100302,HC ASSAY OF GLUTATHIONE,127.84
30100303,HC GLUCOSE TOLERANCE TEST (GTT),118.79
30100304,HC GTT-ADDED SAMPLE,36.2
30100305,HC ASSAY OF TOTAL THYROXINE,33.95
30100306,HC ASSAY OF THYROID (T3 OR T4),33.95
30100307,HC ASSAY OF CADMIUM,107.48
30100308,HC ASSAY OF PROTEIN OTHER,26.03
30100309,HC AMINO ACIDS SINGLE QUANT,264.74
30100310,HC PANCREATIC ELASTASE FECAL,346.19
30100312,HC ASSAY OF DIBUCAINE NUMBER,140.28
30100315,HC LONG CHAIN FATTY ACIDS,269.26
30100316,HC AMNIOTIC FLUID SCAN,126.71
30100317,HC ACETONE ASSAY,42.99
30100318,HC AMNIOTIC FLUID SCREEN,193.05
30100319,HC LDL CHOLESTEROL,36.2
30100320,HC L/S RATIO FETAL LUNG,237.59
30100321,HC COLUMN CHROMOTOGRAPHY QUANT,110.87
30100322,HC GENERAL HEALTH PANEL,221.96
30100323,HC OBSTETRIC PANEL,326.04
30100324,"HC OBSTETRIC PANEL, INCLUDES HIV TESTING",511.63
30100325,HC ASSAY OF B HEXOSAMINIDASE,690.13
30100326,HC RENAL FUNCTION PANEL,55.18
30100327,HC ASSAY TEST FOR BLOOD FECAL,173.8
30100328,HC PAPPA SERUM,237.6
30100329,HC ASSAY NONENDOCRINE RECEPTOR,218.9
30100330,"HC TESTOSTERONE; BIOAVAILABLE, DIRECT MEASUREMENT",319
30100331,HC ASSAY OF LRH HORMONE,482
30100332,HC SUGARS MULTIPLE QUAL,360
30100333,HC DRUG SCREEN AMPHETAMINES 1/2,51.9
30100334,HC ASSAY C-D TRANSFER MEASURE,267.5
30100335,HC CYSATIN C,253
30200002,HC ALLERGEN SPECIFIC IGE,46.4
30200003,HC ALLERGEN SPECIFIC IGE,62.7
30200004,HC PLATELET ANTIBODIES,120.38
30200005,HC ANTINUCLEAR ANTIBODIES,73.99
30200006,HC AGGLUTININS FEBRILE ANTIGEN,304.7
30200007,HC COMPLEMENT TOTAL (CH50),132.92
30200008,HC ANTISTREPTOLYSIN O TITER,224.47
30200009,HC ANTISTREPTOLYSIN O SCREEN,86.53
30200010,HC C-REACTIVE PROTEIN,46.4
30200011,HC C-REACTIVE PROTEIN HS,205.66
30200012,HC BETA-2 GLYCOPROTEIN ANTIBODY,97.81
30200013,HC CARDIOLIPIN ANTIBODY EA IG,97.81
30200014,HC COLD AGGLUTININ TITER,127.91
30200015,HC COMPLEMENT ANTIGEN,131.67
30200016,HC COMPLEMENT/FUNCTION ACTIVITY,135.43
30200017,HC COMPLEMENT/FUNCTION ACTIVITY,82.76
30200018,HC CCP ANTIBODY,90.29
30200019,HC DEOXYRIBONUCLEASE ANTIBODY,91.54
30200020,HC DNA ANTIBODY NATIVE,75.24
30200021,HC DNA ANTIBODY SINGLE STRAND,77.75
30200022,HC NUCLEAR ANTIGEN ANTIBODY,117.88
30200023,HC FLUORESCENT ANTIBODY SCREEN,250.8
30200024,HC FLUORESCENT ANTIBODY TITER,86.53
30200025,HC IMMUNOASSAY TUMOR CA 15-3,136.69
30200026,HC IMMUNOASSAY TUMOR CA 19-9,136.69
30200027,HC IMMUNOASSAY TUMOR CA 125,89.03
30200028,HC HUMAN EPIDIDYMIS PROTEIN 4,329.8
30200029,HC HETEROPHILE ANTIBODY SCREEN,146.72
30200030,HC IMMUNOASSAY TUMOR OTHER,136.69
30200031,HC IMMUNOASSAY INFECTIOUS AGENT,97.81
30200032,HC IMMUNODIFFUSION NES,149.23
30200033,HC IMMUNODIFFUSION OUCHTERLONY,80.26
30200034,HC IMMUNOFIX E-PHORESIS SERUM,215.69
30200035,HC IMMUNFIX E-PHORSIS/URINE/CSF,283.4
30200036,HC INHIBIN A,356.14
30200037,HC INSULIN ANTIBODIES,139.19
30200038,HC INTRINSIC FACTOR ANTIBODY,102.83
30200039,HC ISLET CELL ANTIBODY,92.8
30200040,HC LEUKOCYTE HISTAMINE RELEASE,293.44
30200041,HC T CELLS TOTAL COUNT,210.67
30200042,HC T CELL ABSOLUTE COUNT/RATIO,285.91
30200043,HC MICROSOMAL ANTIBODY EACH,95.3
30200044,HC NEUTRALIZATION TEST VIRAL,89.03
30200045,HC PARTICLE AGGLUT ANTBDY SCRN,233.24
30200046,HC RHEUMATOID FACTOR QUANT,140.45
30200047,HC TB TEST CELL IMMUN MEASURE,308.48
30200048,HC SKIN TEST CANDIDA,25.08
30200050,HC TB INTRADERMAL TEST,25.08
30200051,HC RUBELLA ANTIBODY,90.29
30200052,HC RUBELLA ANTIBODY,89.03
30200053,HC ANTINOMYCES ANTIBODY,73.99
30200054,HC ADENOVIRUS ANTIBODY,161.77
30200055,HC ASPERGILLUS ANTIBODY,90.29
30200056,HC BARTONELLA ANTIBODY,73.99
30200057,HC BLASTOMYCES ANTIBODY,90.29
30200058,HC BORDETELLA ANTIBODY,161.77
30200059,HC LYME DISEASE ANTIBODY,84.02
30200060,HC LYME DISEASE ANTIBODY,97.81
30200061,HC BRUCELLA ANTIBODY,60.19
30200062,HC CAMPYLOBACTER ANTIBODY,312.25
30200063,HC CHLAMYDIA ANTIBODY,184.34
30200064,HC CHLAMYDIA IGM ANTIBODY,194.37
30200065,HC COCCIDIOIDES ANTIBODY,82.76
30200066,HC Q FEVER ANTIBODY,86.53
30200067,HC CMV ANTIBODY,96.56
30200068,HC CMV ANTIBODY IGM,97.81
30200069,HC ENCEPHALITIS CALIFORN ANTBDY,75.24
30200070,HC ENCEPHALTIS EAST EQNE ANBDY,75.24
30200071,HC ENCEPHALTIS ST LOUIS ANTBODY,75.24
30200072,HC ENCEPHALTIS WEST EQNE ANTBDY,75.24
30200073,HC ENTEROVIRUS ANTIBODY,90.29
30200074,HC EPSTEIN-BARR ANTIBODY,91.54
30200075,HC EPSTEIN-BARR NUCLEAR ANTIGEN,97.81
30200076,HC EPSTEIN-BARR CAPSID VCA,110.35
30200077,HC EHRLICHIA ANTIBODY,124.15
30200078,HC FUNGUS NES ANTIBODY,87.78
30200079,HC HELICOBACTER PYLORI ANTIBODY,97.81
30200080,HC HELMINTH ANTIBODY,179.32
30200081,HC HEMOPHILUS INFLUENZA ANTIBDY,185.59
30200082,HC HTLV/HIV CONFIRMJ ANTIBODY,129.16
30200083,HC HEPATITIS DELTA AGENT ANTBDY,141.9
30200084,HC HERPES SIMPLEX NES ANTBDY,96.56
30200085,HC HERPES SIMPLEX TYPE 1 TEST,90.29
30200086,HC HERPES SIMPLEX TYPE 2 TEST,124.15
30200087,HC HISTOPLASMA ANTIBODY,89.03
30200088,HC HIV-2 ANTIBODY,295.94
30200089,HC HIV-1/HIV-2 1 RESULT ANTBDY,208.16
30200090,HC HEP B CORE ANTIBODY TOTAL,82.76
30200091,HC HEP B CORE ANTIBODY IGM,208.16
30200092,HC HEP B SURFACE ANTIBODY,62.7
30200093,HC HEPATITIS BE ANTIBODY,82.76
30200094,HC HEPATITIS A TOTAL ANTIBODY,87.78
30200095,HC HEPATITIS A IGM ANTIBODY,205.66
30200096,HC INFLUENZA VIRUS ANTIBODY,94.05
30200097,HC LEGIONELLA ANTIBODY,105.34
30200098,HC LEPTOSPIRA ANTIBODY,72.73
30200099,HC LYMPH CHORIOMENINGITIS AB,125.4
30200100,HC MUMPS ANTIBODY,91.54
30200101,HC MYCOPLASMA ANTIBODY,91.54
30200102,HC PARVOVIRUS ANTIBODY,97.81
30200103,HC PROTOZOA ANTIBODY NOS,181.83
30200104,HC RICKETTSIA ANTIBODY,195.62
30200105,HC CELL ENUMERATION IMMUNOLOGIC,768.7
30200106,HC RUBEOLA ANTIBODY,90.29
30200107,HC SHIGELLA ANTIBODY,82.76
30200108,HC TOXOPLASMA ANTIBODY,96.56
30200109,HC TOXOPLASMA ANTIBODY IGM,97.81
30200110,HC TREPONEMA PALLIDUM,91.54
30200111,HC VARICELLA-ZOSTER ANTIBODY,73.99
30200112,HC WEST NILE VIRUS AB IGM,79
30200113,HC WEST NILE VIRUS ANTIBODY,77.75
30200114,HC VIRUS ANTIBODY NOS,117.88
30200115,HC THYROGLOBULIN ANTIBODY,109.1
30200116,HC UNLISTED IMMUNOLOGY PROCEDURE,521.98
30200117,HC ROTAVIRUS AG EIA,174.31
30200118,HC ANTINUCLEAR ANTIBODIES,337.33
30200119,HC C-REACTIVE PROTEIN,43.89
30200120,HC DNA ANTIBODY NATIVE,337.33
30200121,HC IMMUNOFIX E-PHORESIS SERUM,182
30200122,HC IMMUNFIX E-PHORSIS/URINE/CSF,228.23
30200123,HC HEP B SURFACE ANTIBODY,151.73
30200124,HC VARICELLA-ZOSTER ANTIBODY,189.35
30200125,HC ANTINUCLEAR ANTIBODIES (ANA),293.44
30200127,HC SYPHILIS TEST NON-TREP QUAL,32.6
30200128,HC SYPHILIS TEST NON-TREP QUAL,72.73
30200129,HC SYPHILIS TEST NON-TREP QUANT,71.48
30200130,HC HEPATITIS C AB TEST,85.27
30200131,HC HEPATITIS C AB TEST,208.16
30200132,HC RHEUMATOID FACTOR QUANT,31.35
30200133,HC BACTERIUM ANTIBODY,146.72
30200134,HC HIV-1/HIV-2 SINGLE RESULT,65.21
30200135,HC AGGLUTININS FEBRILE,41
30200136,HC COMPLEMENT C1Q,156.75
30200138,HC HETEROPHILE ANTIBODY SCREEN,75.24
30200139,HC HEP B CORE ANTIBODY IGM,115.37
30200140,HC ROTAVIRUS AG EIA,111.61
30200141,HC ANTI-PHOSPHOLIPID ANTIBODY,76.49
30200142,HC TRICHINELLA ANTIBODY,287.17
30200143,HC LYMPHOCYTE TRANSFORMATION,293.7
30200144,HC LYMPHOCYTOTOXICITY ASSAY,449.9
30200145,HC HLA CLASS I & II ANTIBODY QUALITATIVE,794.2
30200146,HC CELL FUNCTION ASSAY W/STIM,927.96
30200147,HC B CELLS TOTAL COUNT,342.34
30200148,HC MONONCLEAR CELL ANTIGEN,183.08
30200149,HC NK CELLS TOTAL COUNT,258.32
30200150,HC T CELL ABSOLUTE COUNT,272.12
30200151,HC PARTICLE AGGLUT ANTBDY TITR,287.17
30200152,HC HIV-1 ANTIBODY,60.19
30200153,HC HLA CLASS I PHENOTYPE QUALITATIVE,497.2
30200154,HC HIV-1 RESULT ANTIBODY,153
30200155,HC HFE GENE,391.6
30200157,HC HIV-2 RESULT ANTIBODY,153
30200158,HC ALLG SPEC IGE RECOMB EA,89
30200159,HC JOHN CUNNINGHAM VIRUS,"2,794.00"
30200160,HC TREPONEMA PALLIDUM,65
30200162,HC FRANCISELLA TULARENSIS,84.15
30500001,HC BL SMEAR W/DIFF WBC COUNT,82.76
30500002,HC BL SMEAR W/O DIFF WBC COUNT,31.35
30500003,HC MANUAL DIFF WBC COUNT B-COAT,22.57
30500004,HC CLOT INHIBIT PROT C ACTIVITY,71.48
30500005,HC R TIME,18.81
30500006,HC COMPLETE CBC W/AUTO DIFF WBC,176.81
30500007,HC COMPLETE CBC AUTOMATED,114.11
30500008,HC AUTOMATED RBC COUNT,36.37
30500009,HC AUTOMATED RETICULOCYTE COUNT,82.76
30500010,HC AUTOMATED LEUKOCYTE COUNT,36.37
30500011,HC AUTOMATED PLATELET COUNT,80.26
30500012,HC CLOT FACTOR II PROTHROM SPEC,90.29
30500013,HC BLOOC CLOT FACTOR V TEST,342.34
30500014,HC CLOT FACTOR VII PROCONVERTIN,342.34
30500015,HC COAGULATION TIME ACTIVATED,47.65
30500016,HC CLOT FACTOR VIII VW RISTOCTN,149.23
30500017,HC CLOT FACTOR VIII VW ANTIGEN,149.23
30500018,HC CLOT FACTOR IX PTC/CHRSTMAS,307.23
30500019,HC CLOT FACTOR X STUART-POWER,492.82
30500020,HC CLOT FACTOR XI PTA,307.23
30500021,HC CLOT FACTOR XII HAGEMAN,307.23
30500022,HC CLOT FACTOR XIII FIBRIN SCRN,51.41
30500023,HC ANTITHROMBIN III ACTIVITY,417.58
30500024,HC CLOT INHIBIT PROT C ACTIVITY,574.33
30500025,HC CLOT INHIBIT PROT S TOTAL,687.19
30500026,HC ASSAY ACTIVATED PROTEIN C,895.36
30500027,HC COAGULATION TIME ACTIVATED,38
30500028,HC FIBRIN DEGRADATION QUANT,96.56
30500029,HC FIBRINOGEN ACTIVITY,121.64
30500030,HC CLOTTING FUNCT ACTIVITY,275.88
30500031,HC HEMOGLOBIN FETAL,225.72
30500032,HC HEMOGLOBIN FETAL,72.73
30500034,HC WBC ALKALINE PHOSPHATASE,185.59
30500035,HC MURAMIDASE,121.64
30500036,HC BLOOD PLATELET AGGREGATION,393.76
30500037,HC PROTHROMBIN TIME,58.94
30500038,HC PROTHROMBIN TEST,72.73
30500039,HC RUSSELL VIPER VENOM DILUTED,252.05
30500040,HC RBC SED RATE NONAUTOMATED,97.81
30500041,HC RBC SICKLE CELL TEST,41.38
30500042,HC THROMBIN TIME PLASMA,65.21
30500043,HC THROMBOPLASTIN TIME PARTIAL,72.73
30500044,HC THROMBOPLASTIN TIME PARTIAL,87.78
30500045,HC HEPARIN ASSAY,105.34
30500046,HC HEMOGLOBIN,23
30500047,HC HEMOGLOBIN,36.37
30500048,HC HEMOGLOBIN,181.83
30500049,HC HEMATOCRIT,28.84
30500051,HC HEMATOCRIT,36.37
30500052,HC K TIME,36.37
30500053,HC FIBRINOLYSIS,22.57
30500054,HC PLATELET AGGREGATION EA AGENT,92.8
30500055,HC RBC SICKLE CELL TEST,31.35
30500056,HC PLASMINOGEN,62.7
30500057,HC REPTILASE TEST,144.21
30500058,HC FIBRNOLYTIC ANTIPLASMIN,379.96
30500059,HC RUSSELL VIPER DILUTED,194.37
30500060,HC ASSAY ACTIVATED PROTEIN C,73.99
30500061,HC FIBRIN DEGRADATION PRODUCTS,86.53
30500062,HC PROTHROMBIN TIME,34.2
30500063,HC ANTITHROMBIN III ACTIVITY,56.43
30500064,HC FIBRINOGEN ACTIVITY,48.91
30500065,HC CLOT INIBIT PROT S FREE,73.99
30500066,HC HEXAGNAL PHOSPH PLTLT NEUTRL,170.54
30500067,HC RBC SED RATE AUTOMATED,62.7
30500068,HC CLOT FACTOR VIII MULTIMETRIC,266.2
30500069,HC PHOSPHOLIPID PLTLT NEUTRALIZE,358.6
30500070,HC FIBRINOGEN ANTIGEN,341
30500071,HC HEINZ BODIES DIRECT,152
30500072,HC HEINZ BODIES INDUCED,246
30500073,HC CLOT INHIBIT PROT S FREE,71
30500074,HC SPUN HEMATOCRIT,13
30500075,"HC PLATELET, AGGREGATION, EACH AGENT (VERIFY NOW)",784
30600001,HC SPECIMEN INFECT AGNT CONCNTJ,50.16
30600002,HC SPECIMEN INFECT AGNT CONCNTJ,82.76
30600003,HC FECES CULTURE AEROBIC BACT,215.69
30600004,HC STOOL CULTR AEROBIC BACT EA,51.41
30600005,HC CULTURE OTHR SPECIMN AEROBIC,127.91
30600006,HC CULTR BACTERIA EXCEPT BLOOD,259.58
30600007,HC CULTURE ANAEROBE IDENT EACH,86.53
30600008,HC CULTURE AEROBIC IDENTIFY,72.73
30600009,HC CULTURE SCREEN ONLY,119.13
30600010,HC URINE CULTURE/COLONY COUNT,137.94
30600011,HC FUNGUS ISOLATION CULTURE,183.08
30600012,HC BLOOD FUNGUS CULTURE,244.53
30600013,HC FUNGI IDENTIFICATION YEAST,127.91
30600014,HC MYCOPLASMA,105.34
30600015,HC CHLAMYDIA CULTURE,131.67
30600016,HC MYCOBACTERIA CULTURE,137.94
30600017,HC MYCOBACTERIC IDENTIFICATION,229.48
30600018,HC CULTURE TYPE IMMUNOFLUORESC,45.14
30600019,HC CULTURE TYPE IMMUNOLOGIC,36.37
30600020,HC DNA/RNA DIRECT PROBE,193.12
30600021,HC MACROSCOPIC EXAM ARTHROPOD,79
30600022,HC PINWORM EXAM,66.46
30600023,HC TISSUE HOMOGENIZATION CULTR,41.38
30600024,HC OVA AND PARASITES SMEARS,210.67
30600025,HC MICROBE SUSCEPTIBLE DIFFUSE,58.94
30600026,HC MICROBE SUSCEPTIBLE DISK,47.65
30600027,HC MICROBE SUSCEPTIBLE ENZYME,36.37
30600028,HC MICROBE SUSCEPTIBLE MIC,422.6
30600029,HC SMEAR GRAM STAIN,80.26
30600030,HC SMEAR FLUORESCENT/ACID STAI,43.89
30600031,HC SMEAR SPECIAL STAIN,87.78
30600032,HC SMEAR COMPLEX STAIN,94.05
30600033,HC SMEAR WET MOUNT SALINE/INK,80.26
30600034,HC VIRUS INOCULATION TISSUE,140.45
30600035,HC VIRUS INOCULATE TISSUE ADDL,269.61
30600036,HC VIRUS INOCULATION SHELL VIA,110.35
30600037,HC GENET VIRUS ISOLATE HSV,156.75
30600038,HC CRYPTOSPORIDIUM AG IF,169.29
30600039,HC PNEUMOCYSTIS CARINII AG IF,63.95
30600040,HC ADENOVIRUS AG EIA,179.32
30600041,HC ASPERGILLUS AG EIA,203.15
30600042,HC CLOSTRIDIUM AG EIA,105.34
30600043,HC CRYPTOSPORIDIUM AG EIA,145.46
30600044,HC GIARDIA AG EIA,82.76
30600045,HC ENTAMOEB HIST GROUP AG EIA,536.71
30600046,HC HPYLORI STOOL EIA,97.81
30600047,HC HEPATITIS B SURFACE AG EIA,102.83
30600048,HC HEPATITIS BE AG EIA,79
30600049,HC HISTOPLASMA CAPSUL AG EIA,141.7
30600051,HC SHIGA-LIKE TOXIN AG EIA,82.76
30600052,HC STREP A AG EIA,105.34
30600053,HC AG DETECT NOS EIA MULT,82.76
30600054,HC AG DETECT NOS EIA SINGLE,92.8
30600055,HC BARTONELLA DNA AMP PROBE,349.87
30600056,HC CANDIDA DNA AMP PROBE,126.65
30600057,HC CHYLMD PNEUM DNA AMP PROBE,440.15
30600058,HC CHYLMD TRACH DNA AMP PROBE,126.65
30600059,HC C DIFF AMPLIFIED PROBE,196.88
30600060,HC CYTOMEG DNA AMP PROBE,263.34
